CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
San,15,544,250,294,207,234,42,58,0,0,0,0,0,0,1,2,242,287,8,16
San,16,471,199,272,178,230,19,42,1,1,0,0,0,0,0,0,192,269,6,3
San,17,297,137,160,117,133,16,24,1,0,0,1,0,0,3,2,134,161,3,0
San,18,350,140,210,110,155,28,49,0,2,0,0,0,0,2,4,139,202,0,8
San,5,1439,741,698,593,608,104,59,2,5,3,3,1,0,36,25,586,556,147,143
San,6,1687,869,818,756,702,69,89,11,9,8,4,1,1,23,14,692,650,176,170
San,7,1499,768,731,660,644,89,80,6,2,2,0,0,0,8,8,633,619,131,112
San,8,1440,721,719,612,642,70,54,17,6,4,3,0,2,19,11,599,581,122,138
San,9,1525,760,765,650,680,90,62,5,12,5,9,0,0,8,4,649,636,109,131
San,10,1684,825,859,715,727,86,107,7,15,5,4,0,0,10,8,711,744,112,115
San,11,1745,821,924,751,807,43,84,5,9,4,16,0,1,15,10,683,761,129,168
San,12,2163,1147,1016,981,873,116,106,34,17,2,4,0,3,13,14,1028,933,116,84
San,13,2508,1227,1281,1077,1117,118,133,5,12,7,6,1,0,19,13,1102,1200,127,81
San,14,2102,989,1113,859,980,96,105,14,5,5,8,1,0,12,17,932,1035,53,79
San,15,1905,944,961,839,856,58,69,12,21,6,8,1,1,24,10,901,933,32,28
San,16,1258,586,672,521,601,52,54,8,1,2,9,0,0,0,10,566,644,16,28
San,17,787,420,367,389,325,22,33,1,1,1,2,0,0,5,8,404,349,14,18
San,18,683,326,357,287,301,33,47,1,1,0,3,0,0,7,3,318,342,10,14
San,5,3992,2094,1898,1963,1792,39,23,27,25,24,21,4,1,36,37,749,623,1340,1275
San,6,4278,2280,1998,2099,1867,68,46,33,17,36,36,4,5,36,31,851,761,1422,1237
San,7,4596,2393,2203,2210,2075,97,62,27,11,20,30,2,9,32,21,861,830,1519,1373
San,8,4713,2377,2336,2241,2157,58,59,25,46,14,47,4,4,24,34,933,945,1431,1390
San,9,4168,2199,1969,2072,1873,60,26,16,20,28,30,4,1,19,19,794,740,1406,1230
San,10,3904,1990,1914,1840,1825,58,28,24,16,21,27,8,5,37,15,803,776,1181,1139
San,11,3673,1766,1907,1663,1804,47,27,21,28,22,35,0,2,10,14,805,812,958,1096
San,12,4167,2094,2073,1966,1946,44,48,29,23,21,28,4,8,20,30,1099,1034,983,1040
San,13,3664,1854,1810,1763,1714,42,27,23,26,15,27,2,2,9,14,1020,994,834,816
San,14,3345,1642,1703,1563,1617,30,22,21,12,15,36,0,1,12,16,904,906,735,797
San,15,2892,1357,1535,1281,1452,15,22,24,21,20,26,6,5,8,12,767,865,582,670
San,16,2022,946,1076,899,1038,14,4,12,4,5,18,1,1,13,13,563,605,379,472
San,17,1238,516,722,493,693,8,10,2,5,7,9,2,0,0,9,323,454,189,268
San,18,1052,428,624,410,604,9,7,4,6,1,3,1,1,3,3,255,333,174,292
San,5,402,298,104,238,92,57,3,2,7,0,1,0,0,1,1,178,70,120,37
San,6,483,348,135,289,120,55,6,1,1,3,1,0,0,0,7,223,68,125,69
San,7,405,270,135,208,126,55,0,3,8,1,1,0,0,1,2,163,80,106,55
San,8,329,180,149,169,140,6,0,4,2,1,3,0,0,0,4,96,101,83,48
San,9,248,122,126,111,119,2,0,0,2,1,4,0,0,5,4,71,89,52,37
San,10,268,134,134,131,122,0,4,1,3,0,0,0,0,1,6,97,84,37,51
San,11,323,191,132,178,126,4,0,4,4,0,4,0,0,3,0,128,87,58,46
San,12,372,164,208,151,200,2,1,6,3,3,0,0,0,2,4,123,171,44,37
San,13,401,183,218,179,208,2,0,1,3,1,4,0,0,0,3,145,185,38,33
San,14,423,220,203,210,200,1,0,6,2,0,0,0,0,3,1,182,177,39,26
San,15,364,176,188,168,184,0,2,4,2,0,0,0,0,4,0,155,165,20,24
San,16,288,137,151,130,144,0,0,8,1,0,3,0,0,0,2,118,139,18,12
San,17,193,94,99,95,96,0,0,0,0,0,1,0,0,0,1,87,86,9,14
San,18,218,81,137,78,133,0,4,1,1,0,0,0,0,1,0,69,125,11,12
Schleicher,5,162,70,92,62,80,4,4,1,1,1,1,0,0,0,8,26,44,42,48
Schleicher,6,108,61,47,53,40,0,4,2,0,2,0,0,0,4,3,18,10,43,38
Schleicher,7,169,81,88,73,80,2,0,1,4,0,0,0,0,4,5,24,32,55,56
Schleicher,8,231,121,110,106,108,4,0,0,0,0,0,0,0,12,1,36,34,81,76
Schleicher,9,151,77,74,76,72,0,0,1,0,0,0,0,0,1,1,34,29,44,45
Schleicher,10,168,89,79,88,79,0,0,0,0,0,0,0,0,0,1,43,31,44,48
Schleicher,11,147,72,75,67,65,1,4,1,4,0,0,0,0,1,4,44,40,27,35
Schleicher,12,203,90,113,87,100,4,4,2,2,1,2,0,0,0,1,55,65,41,48
Schleicher,13,142,82,60,76,60,2,0,2,1,0,0,0,0,0,1,45,35,37,25
Schleicher,14,224,115,109,112,100,0,9,0,0,0,1,0,0,0,2,63,74,49,35
Schleicher,15,159,86,73,85,72,1,0,0,0,0,0,0,0,0,1,54,39,31,36
Schleicher,16,115,57,58,55,57,1,0,0,1,1,0,0,0,0,0,37,42,20,16
Schleicher,17,38,8,30,8,28,0,1,0,0,0,0,0,0,0,1,4,25,4,5
Schleicher,18,36,19,17,19,16,0,0,0,1,0,0,0,0,0,0,2,14,20,4
Scurry,5,1126,675,451,541,411,86,22,10,11,16,0,0,0,20,9,391,219,280,231
Scurry,6,1220,718,502,595,464,79,13,20,11,9,4,0,0,14,11,364,285,353,216
Scurry,7,1050,651,399,556,374,67,9,15,6,3,3,0,0,9,8,375,226,274,173
Scurry,8,1153,667,486,577,453,70,10,12,8,5,11,0,0,3,4,379,253,287,233
Scurry,9,1113,648,465,541,433,81,13,2,5,10,8,0,0,12,8,368,285,275,180
Scurry,10,941,597,344,507,325,62,12,11,1,8,4,0,0,8,3,345,203,250,142
Scurry,11,975,527,448,428,419,69,11,18,9,5,12,0,1,2,1,340,294,180,154
Scurry,12,1022,548,474,510,464,27,4,3,2,4,0,1,1,0,6,347,326,196,148
Scurry,13,933,507,426,464,400,25,10,8,13,1,0,1,0,6,5,352,309,154,117
Scurry,14,820,409,411,371,391,25,14,5,2,4,2,1,0,2,3,302,316,106,95
Scurry,15,605,298,307,287,285,4,15,5,4,1,1,0,0,1,2,215,258,83,51
Scurry,16,446,193,253,172,229,6,14,9,9,0,0,0,0,0,7,136,193,46,62
Scurry,17,373,165,208,146,203,16,3,0,2,0,0,0,0,1,2,122,190,35,20
Scurry,18,373,114,259,105,241,3,12,1,0,1,4,0,0,2,4,88,222,24,40
Shackelford,5,121,59,62,48,53,0,3,1,9,0,0,0,0,5,2,42,50,10,12
Shackelford,6,193,87,106,80,92,9,2,1,1,0,6,0,0,1,1,72,85,16,28
Shackelford,7,174,104,70,102,68,1,1,1,0,1,0,0,0,0,0,91,59,14,11
Shackelford,8,201,92,109,85,105,1,1,1,0,0,0,0,0,4,4,76,98,17,11
Shackelford,9,151,64,87,65,78,2,1,0,3,0,1,0,0,0,1,57,78,10,10
Shackelford,10,217,107,110,95,107,4,1,9,1,0,0,0,0,0,0,92,83,13,32
Shackelford,11,169,93,76,87,75,4,0,1,0,0,1,0,0,1,0,86,66,9,10
Shackelford,12,273,133,140,130,136,0,4,1,1,1,0,0,0,0,0,103,126,32,14
Shackelford,13,252,120,132,117,129,0,0,1,0,1,1,0,0,2,1,119,121,3,12
Shackelford,14,205,102,103,101,101,0,1,0,0,0,0,0,0,1,1,99,97,3,6
Shackelford,15,202,90,112,88,112,0,0,1,0,0,1,0,0,0,0,83,109,6,4
Shackelford,16,137,63,74,63,70,0,0,1,1,0,0,0,0,0,2,59,68,5,6
Shackelford,17,88,46,42,44,43,1,0,0,0,0,0,0,0,0,0,45,43,1,0
Shackelford,18,91,36,55,34,50,0,4,1,0,0,0,0,0,0,2,29,52,9,4
Shelby,5,1449,773,676,579,508,146,153,19,4,14,4,0,1,12,9,553,499,216,177
Shelby,6,1480,746,734,516,563,177,142,7,9,25,18,4,1,14,4,572,610,166,124
Shelby,7,1488,740,748,589,550,112,172,7,9,27,12,0,0,4,6,572,585,167,162
Shelby,8,1361,669,692,528,518,105,133,5,19,21,13,0,0,7,12,492,563,174,129
Shelby,9,1451,709,742,581,587,90,123,9,9,17,22,0,1,8,4,543,596,162,147
Shelby,10,1545,743,802,621,628,94,160,7,5,8,4,0,0,12,6,563,662,178,140
Shelby,11,1487,756,731,602,566,141,146,4,2,4,7,0,1,2,12,597,625,157,108
Shelby,12,1562,790,772,610,559,158,198,6,8,6,6,0,0,5,6,694,707,91,65
Shelby,13,1704,816,888,641,725,142,135,3,4,8,13,0,2,14,17,714,842,96,46
Shelby,14,1410,667,743,549,574,101,146,2,14,5,6,1,0,7,5,625,713,39,30
Shelby,15,1147,571,576,493,480,65,92,8,3,0,2,0,0,2,2,524,557,43,20
Shelby,16,956,470,486,410,421,46,59,2,1,2,9,0,0,2,4,433,475,31,11
Shelby,17,574,238,336,204,287,25,43,5,2,1,0,0,0,3,4,235,320,4,16
Shelby,18,521,220,301,192,234,19,60,4,2,0,1,0,0,5,4,201,287,18,15
Sherman,5,195,118,77,113,68,2,3,2,2,0,0,0,0,1,4,55,42,63,36
Sherman,6,172,90,82,84,78,2,1,1,0,2,1,0,0,2,1,46,40,46,43
Sherman,7,151,83,68,71,63,11,1,0,0,1,2,0,0,0,2,34,40,48,28
Sherman,8,171,85,86,84,86,0,0,0,0,0,0,0,0,0,1,38,46,45,40
Sherman,9,184,91,93,82,88,0,0,6,5,1,0,0,0,1,1,40,50,49,42
Sherman,10,160,79,81,72,78,4,0,1,0,1,1,0,0,2,1,49,47,32,34
Sherman,11,213,98,115,92,111,5,2,0,0,1,1,0,0,0,1,50,60,48,56
Sherman,12,214,130,84,127,79,0,0,2,5,0,0,0,0,1,0,90,54,38,30
Sherman,13,210,131,79,116,76,9,0,1,1,4,1,0,0,1,1,84,64,45,16
Sherman,14,128,63,65,58,62,2,2,1,1,1,0,0,0,1,0,45,56,19,9
Sherman,15,116,51,65,51,65,0,0,0,0,0,0,0,0,0,0,44,56,7,10
Sherman,16,103,46,57,46,54,0,0,1,0,0,1,0,0,0,1,43,46,4,11
Sherman,17,57,28,29,27,29,1,0,0,0,0,0,0,0,0,0,17,23,11,6
Sherman,18,64,31,33,31,32,0,0,0,1,0,0,0,0,0,0,25,33,6,0
Smith,5,15655,7593,8062,5455,5922,1722,1771,73,79,112,95,7,6,222,191,5683,5926,1904,2137
Smith,6,16426,7909,8517,5970,6286,1525,1838,115,87,105,139,11,13,181,156,5867,6548,2037,1970
Smith,7,15568,7572,7996,5908,5967,1327,1662,75,78,132,138,13,10,113,145,5719,6302,1848,1694
Smith,8,15125,7316,7809,5735,5996,1285,1448,63,60,156,216,5,8,69,84,5632,6150,1679,1659
Smith,9,13294,6400,6894,5165,5292,954,1235,80,71,134,173,8,2,52,128,4911,5427,1479,1467
Smith,10,13539,6306,7233,4930,5460,1097,1430,60,71,156,209,3,6,58,59,4955,5806,1349,1429
Smith,11,12853,6250,6603,5064,5118,957,1187,45,51,121,130,6,64,56,54,5083,5410,1167,1205
Smith,12,14130,6748,7382,5441,5832,1112,1359,55,54,89,92,0,0,50,46,5787,6575,961,809
Smith,13,14157,6667,7490,5350,5897,1130,1345,57,63,71,107,5,12,52,68,5880,6767,794,729
Smith,14,12862,6023,6839,4949,5496,946,1175,37,34,42,72,0,7,49,55,5544,6365,481,476
Smith,15,10297,4666,5631,3936,4660,659,816,17,46,18,64,1,4,32,44,4403,5391,255,241
Smith,16,7723,3389,4334,2964,3689,352,559,24,20,33,34,1,1,15,31,3206,4155,183,180
Smith,17,5058,2260,2798,2020,2411,199,340,5,15,16,16,5,0,13,18,2129,2685,125,114
Smith,18,4918,1853,3065,1608,2554,186,439,12,12,35,29,1,2,11,29,1769,2947,84,118
Somervell,5,492,280,212,256,190,2,1,3,7,1,2,1,0,12,17,193,169,82,45
Somervell,6,542,264,278,239,256,7,5,6,9,4,1,0,1,6,8,205,201,57,78
Somervell,7,489,241,248,220,234,0,4,1,0,0,18,0,0,4,8,159,196,65,53
Somervell,8,587,320,267,288,247,6,5,7,21,2,3,0,0,6,2,245,208,65,59
Somervell,9,574,272,302,261,280,0,1,8,7,1,5,0,0,2,9,192,222,73,81
Somervell,10,567,259,308,229,291,6,2,3,4,10,16,0,0,2,4,208,246,41,62
Somervell,11,640,312,328,284,312,8,0,5,4,4,1,1,0,5,16,248,255,59,79
Somervell,12,723,375,348,337,338,2,0,21,6,3,0,0,0,10,6,301,319,67,29
Somervell,13,653,340,313,328,290,2,1,5,14,1,3,0,0,5,4,324,289,20,24
Somervell,14,632,321,311,306,307,4,0,2,5,0,0,1,0,7,0,287,288,33,23
Somervell,15,466,231,235,224,223,0,0,4,9,0,2,0,0,0,4,213,230,13,6
Somervell,16,333,162,171,157,167,1,0,1,0,0,4,0,0,1,2,153,149,8,22
Somervell,17,180,89,91,84,86,0,0,1,4,1,0,0,0,1,3,73,87,16,4
Somervell,18,237,90,147,86,143,0,1,1,0,0,0,0,0,3,3,82,143,8,4
Starr,5,5095,2605,2490,2564,2462,10,4,15,9,5,10,0,0,9,7,82,100,2517,2393
Starr,6,5054,2569,2485,2515,2459,20,18,13,8,4,4,0,1,8,4,98,70,2456,2416
Starr,7,4087,2163,1924,2134,1906,13,1,8,10,1,5,2,0,6,1,79,64,2080,1860
Starr,8,3846,1997,1849,1961,1835,4,2,7,3,7,5,0,0,17,5,64,51,1930,1798
Starr,9,3615,1758,1857,1733,1832,3,4,15,15,5,4,0,1,2,1,51,73,1706,1784
Starr,10,3674,1792,1882,1772,1859,7,3,4,7,8,14,0,0,0,0,57,67,1732,1815
Starr,11,3543,1615,1928,1574,1911,7,3,17,16,5,6,0,0,3,1,67,76,1540,1852
Starr,12,2909,1352,1557,1341,1540,2,6,4,4,2,4,0,0,3,3,61,69,1289,1489
Starr,13,2491,1126,1365,1113,1348,1,2,8,3,4,9,0,1,0,2,53,56,1073,1309
Starr,14,2212,974,1238,958,1224,2,2,2,4,1,2,0,0,9,8,48,60,920,1178
Starr,15,2019,855,1164,842,1149,1,4,4,9,4,5,0,0,0,1,23,35,828,1130
Starr,16,1380,633,747,629,739,1,0,2,2,1,2,0,0,0,4,41,44,592,703
Starr,17,1063,428,635,418,633,1,1,0,0,4,0,0,0,5,1,46,37,381,598
Starr,18,825,330,495,323,488,0,2,1,3,3,0,0,0,3,2,66,81,264,414
Stephens,5,584,387,197,318,189,39,1,10,0,8,3,0,0,11,5,257,128,127,69
Stephens,6,586,356,230,299,209,37,4,4,6,2,9,1,0,7,8,212,154,138,76
Stephens,7,561,326,235,299,220,18,2,4,3,9,4,0,1,1,0,237,154,89,81
Stephens,8,648,352,296,314,277,15,10,6,8,9,1,1,1,3,3,243,198,105,98
Stephens,9,540,287,253,253,237,15,5,3,3,11,4,0,0,5,4,216,196,69,58
Stephens,10,449,235,214,217,207,13,1,1,6,2,0,0,0,2,0,166,153,71,61
Stephens,11,530,295,235,275,226,9,2,9,4,0,1,0,0,3,1,212,187,80,48
Stephens,12,665,325,340,309,336,6,2,2,3,1,1,0,0,5,0,269,282,57,58
Stephens,13,583,258,325,245,310,6,6,4,2,1,2,0,0,3,4,223,280,36,45
Stephens,14,600,311,289,294,274,4,7,12,0,0,0,0,1,1,7,284,275,26,15
Stephens,15,464,227,237,217,228,4,5,4,1,2,1,0,0,1,1,204,216,23,25
Stephens,16,378,174,204,166,197,4,4,0,1,4,2,0,0,0,0,164,197,10,7
Stephens,17,212,107,105,104,98,0,5,0,1,1,0,0,0,1,2,100,96,6,10
Stephens,18,268,87,181,86,175,1,2,0,1,0,0,0,0,0,3,77,169,12,12
Sterling,5,63,39,24,35,24,0,0,1,0,0,0,0,0,2,1,19,11,19,13
Sterling,6,76,53,23,49,17,1,4,0,4,0,1,0,0,0,0,24,13,26,10
Sterling,7,91,39,52,35,51,0,0,2,0,2,0,0,0,0,1,12,29,28,24
Sterling,8,91,46,45,44,42,1,1,0,1,0,0,0,0,1,1,23,26,22,19
Sterling,9,79,48,31,43,30,3,0,2,0,0,0,0,1,0,0,29,26,21,6
Sterling,10,77,43,34,40,33,2,0,0,1,0,0,0,0,1,0,38,12,6,23
Sterling,11,76,29,47,28,45,0,1,1,0,0,0,0,0,0,1,19,36,10,13
Sterling,12,62,42,20,41,18,2,0,0,1,0,0,0,0,0,0,23,13,20,7
Sterling,13,83,44,39,44,36,0,0,0,0,0,1,0,0,0,2,30,32,13,7
Sterling,14,51,24,27,20,25,1,0,1,1,1,0,0,0,1,1,16,19,10,8
Sterling,15,45,15,30,15,28,0,0,0,2,0,0,0,0,0,0,9,23,7,7
Sterling,16,26,14,12,13,11,0,1,1,0,0,0,0,0,0,0,9,9,5,3
Sterling,17,30,12,18,12,18,0,0,0,0,0,0,0,0,0,0,8,12,4,6
Sterling,18,37,15,22,12,19,1,1,2,0,0,0,0,0,0,2,8,16,6,6
Stonewall,5,49,23,26,17,20,5,4,0,1,0,0,0,0,1,1,21,22,3,5
Stonewall,6,66,25,41,21,40,2,1,1,0,0,0,0,0,0,1,18,34,7,7
Stonewall,7,71,44,27,42,23,1,4,0,0,0,1,0,0,0,0,30,19,16,9
Stonewall,8,68,39,29,34,27,0,0,0,2,1,0,0,0,0,4,32,23,4,7
Stonewall,9,57,18,39,19,32,0,4,0,0,0,1,0,0,0,1,15,36,4,3
Stonewall,10,77,43,34,40,32,2,0,1,1,0,1,0,0,0,0,21,27,21,7
Stonewall,11,69,43,26,35,24,2,0,1,0,1,0,0,0,4,2,37,20,7,6
Stonewall,12,101,54,47,48,43,5,4,1,0,0,0,0,0,0,0,47,40,7,8
Stonewall,13,114,49,65,49,64,0,0,0,1,0,0,0,0,0,0,45,57,4,8
Stonewall,14,86,43,43,40,44,0,0,1,0,0,0,0,0,1,0,35,36,9,8
Stonewall,15,93,36,57,34,53,1,1,1,2,0,0,0,0,0,1,34,53,2,4
Stonewall,16,70,35,35,36,32,0,1,0,0,0,0,0,0,0,1,34,34,2,1
Stonewall,17,50,29,21,27,18,1,1,1,1,0,0,0,0,0,1,32,19,0,4
Stonewall,18,68,23,45,23,44,0,0,0,0,0,0,0,0,0,1,19,43,5,2
Sutton,5,193,106,87,103,83,0,1,1,2,0,0,0,0,1,2,31,29,74,58
Sutton,6,189,95,94,86,86,3,1,5,4,1,1,0,1,0,1,24,20,72,74
Sutton,7,237,123,114,114,107,1,1,8,4,0,1,0,0,0,1,51,50,73,64
Sutton,8,226,139,87,132,82,4,1,1,2,0,0,0,0,0,4,24,24,114,63
Sutton,9,177,87,90,85,89,0,0,0,0,0,1,0,0,1,1,28,25,58,65
Sutton,10,245,131,114,127,110,2,4,0,1,1,0,0,0,0,0,34,31,97,84
Sutton,11,281,157,124,152,117,4,2,1,1,0,2,0,0,0,2,41,54,115,70
Sutton,12,243,117,126,113,121,0,0,2,4,1,1,0,0,0,1,50,67,66,60
Sutton,13,261,140,121,132,122,1,0,5,0,0,0,0,0,1,0,53,53,89,68
Sutton,14,280,114,166,115,160,0,1,0,1,0,1,0,0,0,2,59,76,53,90
Sutton,15,173,98,75,89,71,2,0,1,5,1,0,0,0,4,0,48,33,48,43
Sutton,16,136,67,69,63,66,1,1,4,0,1,0,0,0,0,0,51,42,20,26
Sutton,17,90,55,35,55,34,0,0,0,0,0,0,0,0,0,1,28,26,27,10
Sutton,18,91,33,58,33,57,0,0,0,1,0,0,0,0,0,0,20,31,14,27
Swisher,5,579,361,218,269,186,64,14,4,2,4,0,0,0,16,20,179,99,176,119
Swisher,6,539,333,206,255,181,58,22,9,4,1,1,1,0,5,2,172,81,156,125
Swisher,7,474,294,180,227,151,55,8,3,8,1,4,4,4,3,6,143,81,148,99
Swisher,8,428,229,199,183,166,29,12,8,3,0,11,0,0,4,12,116,100,106,102
Swisher,9,464,260,204,222,178,35,17,3,2,0,5,0,0,0,2,129,128,131,76
Swisher,10,363,216,147,172,132,34,5,6,6,0,2,0,0,5,1,133,91,84,58
Swisher,11,404,209,195,187,172,18,14,3,5,0,1,0,1,1,2,124,102,85,94
Swisher,12,442,227,215,209,194,10,14,1,6,4,1,0,0,2,1,132,118,94,99
Swisher,13,433,209,224,189,217,9,6,5,1,0,0,0,0,5,1,133,140,75,85
Swisher,14,374,190,184,168,171,14,10,2,4,1,0,0,0,4,0,138,140,49,44
Swisher,15,313,161,152,159,139,0,7,0,2,1,2,0,0,2,1,113,121,49,31
Swisher,16,234,100,134,92,126,4,4,1,4,1,1,0,0,1,0,71,101,28,34
Swisher,17,196,100,96,92,89,8,5,0,0,0,1,0,0,0,1,68,75,32,21
Swisher,18,190,74,116,72,107,2,1,1,2,0,0,0,1,0,4,67,91,8,28
Tarrant,5,139725,69319,70406,48957,48544,13054,14168,730,801,3982,4382,189,178,2397,2343,43824,44712,25482,25707
Tarrant,6,160296,79621,80675,56174,55342,15627,17171,844,811,4551,4924,261,223,2155,2213,52934,54945,26664,25744
Tarrant,7,158157,77879,80278,55743,54498,14649,17295,671,669,5060,5615,223,282,1491,1961,53090,56939,24720,23338
Tarrant,8,153104,74784,78320,54409,53581,13423,16452,747,757,4614,5785,210,217,1371,1538,50803,55340,23969,22980
Tarrant,9,139077,66707,72370,48437,49518,12005,15055,773,678,4105,5411,235,200,1131,1529,45557,50941,21110,21429
Tarrant,10,137426,66719,70707,48754,49414,11315,13931,592,642,4831,5341,179,191,1011,1225,47104,50609,19579,20118
Tarrant,11,128157,62769,65388,46791,47124,10397,11974,566,625,4048,4564,133,177,816,942,45465,48835,17310,16585
Tarrant,12,132375,64751,67624,49491,50373,10089,11886,557,566,3681,3748,143,126,769,946,50498,53987,14270,13682
Tarrant,13,115136,56168,58968,43557,44968,8334,9561,466,423,2982,3275,137,160,687,586,46356,49098,9807,9889
Tarrant,14,88099,40398,47701,32315,36794,5107,7080,316,294,2106,2887,81,150,455,514,34198,40750,6178,6960
Tarrant,15,68122,31108,37014,25485,29605,3267,4979,230,232,1696,1880,59,60,347,282,26894,32291,4179,4725
Tarrant,16,44901,19615,25286,16409,20880,1808,2759,140,131,1086,1276,26,32,145,209,17216,22164,2400,3123
Tarrant,17,27415,11137,16278,9335,13628,1045,1692,49,91,592,711,25,17,86,144,9841,14253,1286,2028
Tarrant,18,26545,9473,17072,8173,14622,756,1656,57,74,411,643,8,5,60,80,8391,15244,1072,1833
Taylor,5,14320,7222,7098,5922,5800,675,656,56,89,234,273,16,24,310,265,5459,5350,1749,1750
Taylor,6,10519,5223,5296,4312,4460,565,486,60,47,110,166,6,13,167,127,3896,3791,1322,1505
Taylor,7,9344,4747,4597,3904,3885,534,384,31,61,114,117,3,7,159,145,3411,3250,1320,1347
Taylor,8,9492,4782,4710,3992,4006,463,402,72,41,125,171,33,7,95,85,3323,3364,1450,1346
Taylor,9,7361,3555,3806,3132,3252,278,292,19,46,56,106,7,13,61,99,2652,2790,898,1017
Taylor,10,6421,3207,3214,2702,2781,324,266,41,41,71,78,8,6,56,47,2371,2372,831,845
Taylor,11,6383,3045,3338,2659,2978,224,192,22,24,94,87,0,8,43,52,2350,2616,686,722
Taylor,12,7724,3725,3999,3329,3584,219,244,66,47,40,65,9,2,57,62,2998,3253,721,746
Taylor,13,7357,3418,3939,3071,3521,224,249,59,27,31,119,12,4,18,22,2863,3297,546,644
Taylor,14,6135,2791,3344,2512,2940,177,172,21,48,33,142,1,3,44,42,2395,2877,390,468
Taylor,15,5088,2280,2808,2083,2538,115,139,20,27,32,84,1,1,26,22,1932,2395,346,414
Taylor,16,4029,1776,2253,1630,2059,80,113,22,17,28,35,2,4,12,27,1541,1969,234,284
Taylor,17,2459,1010,1449,929,1321,41,54,9,25,14,36,0,2,11,17,903,1292,100,157
Taylor,18,2808,895,1913,846,1796,19,42,9,18,14,49,1,0,5,9,812,1743,82,171
Terrell,5,12,4,8,3,5,1,0,0,2,1,0,0,0,0,0,4,2,1,6
Terrell,6,50,34,16,28,16,0,0,1,0,4,0,0,0,0,1,12,5,33,11
Terrell,7,33,20,13,19,12,1,0,0,1,0,0,0,0,0,0,5,4,13,10
Terrell,8,30,10,20,6,17,4,1,1,0,0,1,0,0,0,0,5,6,4,15
Terrell,9,56,32,24,31,24,1,0,0,0,0,0,0,0,0,0,10,29,22,2
Terrell,10,39,22,17,18,13,0,1,4,3,0,0,0,0,0,0,8,9,16,8
Terrell,11,21,4,17,2,17,1,0,0,0,0,0,0,0,0,1,2,5,1,12
Terrell,12,83,60,23,57,19,2,0,1,4,0,0,0,0,0,0,29,10,36,13
Terrell,13,49,25,24,23,23,0,0,1,1,1,0,0,0,0,0,18,7,8,18
Terrell,14,66,34,32,34,31,0,0,0,1,0,0,0,0,0,0,18,20,16,12
Terrell,15,94,48,46,48,45,0,0,0,0,0,0,0,0,0,1,38,22,12,24
Terrell,16,30,11,19,11,19,0,0,0,0,0,0,0,0,0,0,4,7,8,12
Terrell,17,40,29,11,29,10,0,0,0,0,0,0,0,0,0,1,13,2,17,9
Terrell,18,43,16,27,13,27,1,0,0,1,0,0,0,0,1,0,10,23,5,6
Terry,5,912,549,363,448,331,70,14,17,9,2,3,1,0,9,8,234,129,311,235
Terry,6,853,515,338,446,315,43,11,7,2,7,6,0,1,10,5,211,135,302,203
Terry,7,784,454,330,393,314,26,5,24,8,0,5,0,0,5,4,171,125,265,205
Terry,8,819,471,348,435,322,29,13,1,1,2,9,0,2,3,2,168,133,303,216
Terry,9,718,426,292,369,270,31,14,18,7,3,0,0,0,4,2,209,112,207,180
Terry,10,684,376,308,349,277,22,16,1,10,2,4,0,0,2,1,158,124,215,183
Terry,11,647,336,311,276,300,23,5,28,5,4,0,0,1,4,1,166,134,158,177
Terry,12,719,401,318,376,301,19,9,4,5,1,3,1,0,0,0,178,140,225,179
Terry,13,735,345,390,319,355,8,21,11,6,5,2,0,0,2,6,167,211,177,179
Terry,14,578,267,311,258,286,6,11,0,8,0,4,0,1,2,2,168,212,98,99
Terry,15,428,217,211,200,196,8,7,1,4,0,0,0,0,7,5,132,117,82,95
Terry,16,396,180,216,158,201,8,13,12,0,1,0,0,0,1,2,105,164,73,52
Terry,17,256,95,161,92,152,1,5,0,4,1,0,0,0,0,1,71,101,24,60
Terry,18,211,84,127,81,123,2,3,1,0,0,1,0,0,0,0,59,104,26,23
Throckmorton,5,55,36,19,32,18,0,0,1,1,0,0,0,0,2,1,28,13,10,6
Throckmorton,6,67,44,23,41,22,0,1,2,0,1,0,0,0,0,0,40,17,8,6
Throckmorton,7,89,41,48,38,41,0,1,0,0,0,0,0,0,0,9,38,38,0,10
Throckmorton,8,81,35,46,35,44,0,0,0,0,0,1,0,0,0,1,29,32,6,14
Throckmorton,9,63,36,27,32,29,1,0,1,0,0,0,0,0,0,0,26,23,8,4
Throckmorton,10,88,29,59,26,53,0,0,0,9,0,0,0,0,0,0,16,46,12,13
Throckmorton,11,61,26,35,26,33,0,1,0,0,0,1,0,0,0,0,23,33,3,2
Throckmorton,12,123,53,70,53,66,0,0,0,2,0,0,0,0,0,2,46,65,7,5
Throckmorton,13,122,69,53,68,52,0,0,0,0,0,1,0,0,1,0,66,46,2,8
Throckmorton,14,127,68,59,67,59,0,0,1,0,0,0,0,0,0,0,61,55,8,4
Throckmorton,15,115,54,61,53,59,0,0,0,2,0,0,0,0,1,0,54,53,1,8
Throckmorton,16,96,46,50,41,50,2,0,2,0,0,1,0,0,0,0,43,48,2,2
